solicitud_id,fecha_solicitud,edad,sector,antiguedad_laboral_anios,antiguedad_empresa_anios,ingreso_mensual,deuda_actual,num_creditos_previos,buro_score,monto_solicitado,plazo_meses,tasa_interes,default_90d
CR-100620,2024-01-06,33,Servicios,9,7.8,2896.76,8609.43,2,441.0,16838.92,6,0.2476,0
CR-104616,2024-04-08,18,Servicios,0,4.5,2820.55,8124.86,2,384.0,6786.94,18,0.2525,1
CR-103443,2024-02-11,34,Manufactura,16,6.5,5416.14,0.0,0,738.0,25615.83,6,0.1424,0
CR-101658,2023-05-24,46,Tecnología,26,0.3,7391.64,27815.18,4,300.0,18573.48,24,0.2632,0
CR-102102,2023-04-03,30,Tecnología,8,11.7,3675.85,9417.26,1,444.0,10089.59,48,0.2478,0
CR-103732,2023-04-06,69,Tecnología,48,4.4,2748.46,3733.09,4,642.0,19069.72,18,0.212,0
CR-102186,2023-07-22,37,Comercio,14,2.5,2219.81,6429.76,4,316.0,11774.08,12,0.2764,0
CR-105782,2023-11-17,25,Manufactura,4,19.2,1988.94,884.91,1,652.0,9302.76,36,0.1787,0
CR-103891,2023-06-27,22,Tecnología,2,7.9,5605.74,8848.77,2,571.0,19901.75,36,0.1882,0
CR-105503,2025-01-29,30,Servicios,11,5.9,3859.29,0.0,0,653.0,24357.54,24,0.2022,0
CR-105285,2024-12-28,42,Servicios,20,10.6,8771.07,25688.76,1,471.0,16013.41,48,0.2152,0
CR-103134,2024-04-05,32,Comercio,9,12.8,2658.66,9064.78,3,318.0,11424.24,18,0.2917,1
CR-104656,2024-11-26,28,Agro,5,6.4,3713.94,10998.07,1,412.0,6081.38,12,0.2436,0
CR-104161,2023-04-04,23,Servicios,5,3.8,4897.09,17143.0,2,358.0,36201.54,12,0.2809,1
CR-103214,2024-10-19,49,Comercio,30,6.7,4016.16,0.0,0,662.0,23680.24,36,0.1927,0
CR-102794,2023-03-12,50,Servicios,31,1.4,1723.99,5960.93,1,300.0,8008.79,6,0.2716,1
CR-100681,2023-09-15,45,Comercio,21,11.2,10614.86,0.0,0,718.0,48851.79,6,0.1482,0
CR-102312,2024-12-27,53,Comercio,30,11.2,5300.32,16168.11,1,468.0,19548.1,6,0.2234,1
CR-101709,2023-10-02,36,Tecnología,13,6.7,3981.54,4324.67,1,543.0,28705.02,36,0.1931,0
CR-102298,2024-07-08,32,Servicios,11,12.5,1044.2,2797.48,2,380.0,2574.26,18,0.2748,1
CR-104694,2023-02-26,37,Agro,13,11.8,3601.21,13269.17,2,351.0,6298.25,24,0.2475,0
CR-101261,2023-11-21,39,Construcción,19,12.1,4867.14,4390.99,1,531.0,16374.8,36,0.1986,0
CR-104543,2023-04-26,27,Servicios,3,10.5,2390.37,1074.82,1,606.0,7218.33,24,0.1799,0
CR-103415,2024-07-05,39,Construcción,17,14.0,1700.33,5460.87,2,303.0,3055.09,12,0.2866,1
CR-104233,2023-03-25,53,Comercio,35,1.6,3943.06,0.0,0,686.0,29399.77,6,0.1677,0
CR-101950,2023-01-27,39,Manufactura,16,7.2,3143.56,12391.79,1,300.0,16712.38,12,0.3066,1
CR-105274,2023-11-17,31,Servicios,10,11.2,3189.11,8102.28,1,300.0,16860.63,6,0.3013,1
CR-104877,2023-02-08,44,Comercio,26,0.7,3105.93,1822.63,2,664.0,19521.83,12,0.1824,0
CR-100022,2025-02-12,51,Comercio,30,11.2,1168.11,1455.06,3,539.0,2434.48,36,0.2114,0
CR-100735,2023-08-10,40,Comercio,21,7.2,6665.36,7328.33,1,590.0,22236.48,18,0.2022,0
CR-100536,2023-05-24,32,Comercio,11,2.7,5216.13,0.0,0,685.0,17660.9,6,0.1696,0
CR-103844,2024-12-14,39,Tecnología,18,4.4,5280.58,18878.73,1,357.0,37538.73,12,0.2876,0
CR-102769,2024-04-29,46,Manufactura,27,8.7,5310.9,84.39,1,691.0,22953.37,12,0.1734,0
CR-101585,2024-11-24,20,Manufactura,0,13.3,6472.5,18260.96,1,437.0,41568.02,36,0.2071,0
CR-103483,2023-02-17,52,Servicios,32,32.4,8076.73,13819.2,2,550.0,15653.58,12,0.212,0
CR-104040,2025-05-18,39,Comercio,19,6.6,1560.16,2439.94,1,555.0,4820.87,12,0.1913,1
CR-101349,2023-02-25,37,Manufactura,13,2.2,2898.22,8558.85,1,319.0,22500.19,18,0.2677,0
CR-103125,2023-02-26,44,Servicios,23,7.3,3143.74,3853.04,1,616.0,24685.32,18,0.2173,0
CR-100866,2024-08-25,23,Comercio,3,19.8,3619.5,0.0,0,617.0,25772.4,24,0.1896,0
CR-101127,2023-10-18,37,Comercio,15,17.7,2344.25,0.0,0,640.0,17181.49,36,0.1611,0
CR-104902,2024-04-20,38,Servicios,14,2.0,8270.67,0.0,0,727.0,15220.11,12,0.1547,0
CR-105867,2024-02-14,53,Comercio,35,4.2,1638.9,0.0,0,581.0,6575.09,18,0.1916,0
CR-100122,2023-07-04,40,Tecnología,20,6.5,10847.88,0.0,0,782.0,79302.78,48,0.1595,0
CR-105837,2023-04-15,30,Tecnología,7,16.2,2730.93,10417.08,1,,5325.09,36,0.2364,1
CR-102831,2023-10-09,49,Servicios,25,1.6,1686.67,3394.55,3,436.0,5861.17,18,0.2159,0
CR-105539,2023-03-23,25,Servicios,4,12.5,4402.94,0.0,0,649.0,22854.28,48,0.1762,0
CR-101767,2023-03-12,47,Manufactura,25,14.2,2148.32,6593.08,1,317.0,11804.72,12,0.2554,0
CR-104221,2023-11-19,44,Servicios,25,5.0,5240.34,7402.58,1,546.0,13450.98,36,0.2331,0
CR-105303,2023-12-05,51,Servicios,30,13.9,3038.32,0.0,0,699.0,5327.77,12,0.1585,0
CR-103976,2023-07-25,41,Manufactura,22,15.3,2063.69,5502.91,1,405.0,11834.22,36,0.2623,1
CR-101607,2023-09-30,40,Tecnología,17,11.0,1785.61,3449.51,1,404.0,11667.51,12,0.2497,1
CR-102095,2023-11-09,47,Servicios,26,2.6,8209.58,0.0,0,731.0,48962.39,48,0.1638,0
CR-105414,2023-07-11,53,Servicios,34,3.5,5456.13,6744.86,2,602.0,10267.32,24,0.1928,0
CR-103888,2024-07-14,35,Servicios,16,12.5,5704.11,14540.91,3,484.0,42518.49,12,0.2212,0
CR-102421,2024-06-01,35,Agro,15,14.8,5219.36,12708.38,2,428.0,35765.03,18,0.2335,1
CR-104977,2023-03-22,44,Servicios,22,5.3,6268.81,10065.87,3,523.0,33580.49,12,0.233,0
CR-101797,2025-04-16,36,Comercio,17,6.1,654.77,1552.53,1,427.0,1833.16,36,0.2499,0
CR-103970,2023-04-09,21,Manufactura,0,1.5,8654.67,0.0,0,686.0,57866.41,12,0.1674,0
CR-105531,2023-11-21,45,Construcción,25,6.8,3734.85,11336.99,2,439.0,15106.17,6,0.2277,0
CR-104432,2023-10-07,44,Manufactura,22,8.7,5559.57,8507.02,4,603.0,12782.83,18,0.1843,0
CR-101506,2023-05-04,18,Servicios,0,11.9,5120.51,0.0,0,779.0,21004.28,36,0.1475,0
CR-102557,2023-08-22,47,Construcción,26,9.3,4472.04,2641.5,1,638.0,35148.73,36,0.1917,0
CR-105007,2025-02-02,43,Agro,22,5.3,5574.8,18392.74,2,394.0,16410.3,12,0.2366,1
CR-102474,2024-01-28,28,Construcción,6,7.1,6514.2,4141.47,3,620.0,12828.72,6,0.1598,0
CR-103821,2023-07-19,52,Comercio,30,3.1,2603.13,0.0,0,594.0,4962.88,18,0.1815,0
CR-105260,2024-03-11,44,Servicios,26,0.4,5286.16,2336.15,3,618.0,41806.56,12,0.1904,0
CR-100167,2023-10-22,42,Servicios,21,3.0,4683.71,790.09,2,570.0,16636.31,12,0.1934,0
CR-101193,2023-10-09,46,Construcción,26,3.6,5300.84,1456.6,1,677.0,17230.93,18,0.1936,0
CR-102937,2023-07-30,54,Comercio,34,17.1,2959.96,1166.0,2,648.0,19463.93,36,0.1923,0
CR-103431,2024-07-10,53,Manufactura,31,4.2,4965.29,0.0,0,605.0,38172.66,18,0.191,0
CR-103180,2024-08-31,27,Comercio,6,7.3,4256.26,15989.42,2,326.0,9525.14,48,0.2761,1
CR-101220,2024-12-29,38,Comercio,15,12.4,4097.74,5292.5,1,579.0,7535.06,12,0.2053,0
CR-105252,2023-01-31,57,Manufactura,38,10.1,5695.45,5308.77,4,614.0,31083.48,6,0.1908,0
CR-101194,2025-02-21,59,Comercio,39,8.8,7173.75,0.0,0,706.0,34801.48,6,0.1573,0
CR-102627,2024-05-05,54,Comercio,36,2.2,5821.11,0.0,0,710.0,11297.16,18,0.144,0
CR-102364,2025-04-16,66,Servicios,46,12.3,1708.27,514.07,4,648.0,5560.8,18,0.1708,0
CR-103505,2023-10-10,56,Construcción,38,9.1,8414.42,15963.88,2,574.0,24371.83,12,0.1868,0
CR-100078,2024-11-08,45,Servicios,23,1.8,2969.18,2383.95,2,,20454.56,6,0.1856,0
CR-101698,2024-02-15,19,Comercio,0,4.5,3204.65,7283.45,2,498.0,5068.12,24,0.251,0
CR-104518,2024-05-24,35,Servicios,13,2.5,,17762.85,2,469.0,26588.13,48,0.225,1
CR-102476,2024-11-11,18,Agro,0,11.6,1443.95,0.0,0,747.0,8477.95,6,0.1719,0
CR-105899,2024-06-08,43,Comercio,24,3.6,1909.38,704.12,1,602.0,7912.72,12,0.1916,0
CR-103409,2023-11-14,38,Servicios,16,4.8,1667.0,404.07,1,658.0,2935.44,36,0.1827,0
CR-104685,2023-04-11,30,Servicios,12,8.2,7062.88,14299.4,1,475.0,52714.87,24,0.2405,0
CR-102755,2023-12-17,25,Construcción,4,9.0,4986.8,12159.16,1,388.0,32420.79,12,0.2685,1
CR-104829,2023-02-24,18,Comercio,0,10.5,8299.9,19902.81,2,533.0,34273.4,24,0.1988,0
CR-102190,2025-01-11,46,Tecnología,22,16.0,3749.07,8354.76,3,500.0,27652.01,6,0.2138,0
CR-100370,2023-01-28,38,Comercio,17,21.9,2575.98,10097.93,1,300.0,13957.93,18,0.2831,0
CR-100485,2023-08-19,36,Agro,18,4.0,4695.19,11614.02,1,424.0,30821.11,6,0.264,0
CR-105269,2025-06-16,30,Manufactura,11,26.6,2468.42,2028.08,1,575.0,7241.9,6,0.1912,0
CR-103474,2024-11-03,24,Agro,6,6.5,2488.57,6015.05,2,351.0,13811.03,24,0.255,0
CR-103330,2024-02-12,38,Tecnología,15,7.8,2272.01,7392.39,3,356.0,4843.68,18,0.2373,1
CR-100520,2024-11-17,27,Construcción,9,10.2,7481.69,23454.08,1,423.0,41274.18,24,0.2294,0
CR-100571,2025-03-19,37,Servicios,17,5.5,6083.77,11309.97,1,507.0,9271.6,12,0.2353,0
CR-102647,2023-01-26,32,Agro,9,14.8,4634.22,9123.24,2,546.0,11859.33,12,0.1842,0
CR-103849,2023-03-30,29,Servicios,5,8.9,2978.69,0.0,0,660.0,18028.08,12,0.1983,0
CR-102281,2023-09-14,38,Servicios,14,5.8,1565.98,0.0,0,617.0,10607.98,24,0.2049,0
CR-101943,2024-01-26,18,Servicios,0,5.1,8686.95,0.0,0,737.0,28824.27,12,0.1738,0
CR-102816,2024-09-17,22,Comercio,0,6.4,3626.73,11188.45,2,315.0,28267.95,18,0.2814,0
CR-100947,2024-01-17,18,Comercio,0,4.8,4142.38,9402.08,2,497.0,17532.54,24,0.2191,0
CR-103119,2023-06-17,24,Agro,4,8.2,9002.91,12255.43,1,613.0,48800.6,24,0.1664,0
CR-105874,2023-04-19,24,Comercio,1,13.9,4036.17,7778.59,1,480.0,32017.29,12,0.2138,0
CR-102356,2023-04-05,40,Tecnología,16,1.3,10362.34,28388.37,2,465.0,64708.71,36,0.2251,0
CR-105971,2024-01-07,40,Servicios,22,9.9,2815.15,6290.58,1,518.0,16430.44,18,0.2295,0
CR-101489,2025-03-01,40,Servicios,18,8.3,6409.04,14775.92,1,457.0,25451.32,48,0.2359,0
CR-104674,2023-09-15,41,Servicios,19,10.8,8614.02,7734.77,2,622.0,62472.1,12,0.2106,0
CR-103875,2024-12-15,42,Comercio,24,3.7,2135.54,0.0,0,649.0,16617.62,6,0.1737,0
CR-103828,2024-02-29,41,Tecnología,20,9.0,3000.46,3715.37,3,659.0,6446.93,18,0.1731,0
CR-101096,2024-06-02,55,Servicios,31,17.1,4343.05,0.0,0,675.0,15063.02,12,0.1669,0
CR-102124,2025-03-30,38,Comercio,20,1.0,1636.06,3012.48,1,424.0,8794.09,18,0.268,1
CR-104575,2023-03-22,42,Comercio,18,5.4,5430.04,12571.65,1,499.0,9615.09,18,0.2173,0
CR-103445,2023-03-23,34,Construcción,15,10.7,3205.53,6356.42,2,511.0,23037.94,48,0.2286,0
CR-102655,2023-01-05,32,Manufactura,12,6.9,35709.88,109838.43,1,850.0,238111.34,24,0.1271,0
CR-105017,2023-11-21,32,Construcción,14,8.8,11016.38,0.0,0,725.0,78675.94,24,0.117,0
CR-105792,2024-03-05,33,Servicios,14,3.4,4589.46,12270.29,2,444.0,19698.69,48,0.2162,0
CR-104639,2023-12-04,31,Servicios,9,5.2,1654.63,0.0,0,554.0,12344.3,12,0.2018,0
CR-102824,2025-06-03,38,Comercio,17,11.8,3300.8,10572.21,2,366.0,5603.39,6,0.2643,0
CR-100510,2024-03-02,21,Manufactura,0,7.4,7470.88,2017.65,2,734.0,30796.95,48,0.1567,0
CR-101861,2025-05-30,26,Tecnología,5,11.4,1845.2,0.0,0,644.0,14017.48,12,0.1907,0
CR-104833,2024-10-08,29,Comercio,10,7.6,6880.9,24853.9,2,387.0,20302.99,36,0.2566,1
CR-101359,2024-05-26,35,Tecnología,13,3.3,3153.14,0.0,0,637.0,15193.21,18,0.1716,0
CR-101107,2024-05-12,29,Servicios,6,8.6,8491.43,0.0,0,666.0,60969.49,36,0.1512,0
CR-100533,2023-01-21,43,Servicios,20,7.7,1680.12,4745.55,1,300.0,4268.28,12,0.2884,0
CR-104595,2023-03-16,48,Agro,28,13.6,2742.35,9711.94,3,354.0,17525.98,18,0.2687,0
CR-103252,2023-05-28,23,Tecnología,4,3.1,4292.85,0.0,0,666.0,24975.17,6,0.1392,0
CR-102426,2023-04-23,61,Comercio,43,2.0,2595.9,8086.59,1,300.0,7429.82,12,0.2513,1
CR-105429,2023-12-10,63,Servicios,44,4.3,2679.49,0.0,0,589.0,11322.4,18,0.1848,0
CR-102168,2023-03-12,30,Servicios,7,20.9,2584.56,0.0,0,650.0,11110.76,18,0.1751,0
CR-102668,2024-08-20,38,Construcción,18,5.6,1960.31,4589.34,1,502.0,10970.73,18,0.1897,0
CR-100413,2023-08-07,46,Construcción,22,7.7,3655.18,0.0,0,627.0,29104.25,48,0.1795,0
CR-105426,2024-01-27,30,Construcción,6,6.7,6722.63,0.0,0,730.0,21881.22,6,0.1494,0
CR-105641,2024-09-05,18,Comercio,0,4.6,9695.88,30556.54,1,,49874.99,18,0.2563,0
CR-103313,2024-12-03,40,Comercio,17,1.4,6138.02,18212.09,1,355.0,41562.84,48,0.2503,1
CR-105397,2025-05-14,51,Servicios,29,14.1,5358.65,15598.71,2,340.0,21601.9,24,0.2617,1
CR-102176,2023-04-21,43,Servicios,21,4.7,5908.15,7275.94,1,555.0,36327.73,24,0.2008,0
CR-104572,2025-01-01,41,Servicios,22,8.5,2459.48,8688.7,1,300.0,5714.42,48,0.2602,1
CR-105760,2024-11-04,65,Comercio,46,11.8,9701.91,449.7,1,723.0,77560.1,12,0.1374,0
CR-102731,2023-10-21,24,Construcción,2,1.5,2891.59,7038.2,2,436.0,17003.08,18,0.25,0
CR-103607,2024-08-16,54,Tecnología,34,1.8,5860.26,4345.32,1,612.0,36512.8,24,0.1969,0
CR-101730,2023-12-17,37,Comercio,16,1.9,2637.43,8330.67,3,371.0,17656.39,18,0.2332,1
CR-105365,2023-09-10,60,Agro,36,23.4,4319.65,0.0,0,610.0,22899.82,6,0.206,0
CR-101002,2025-05-02,33,Agro,15,7.2,3550.55,2305.1,1,560.0,6670.59,18,0.1774,0
CR-105502,2023-05-20,26,Comercio,5,8.3,6638.91,17760.27,1,447.0,12107.7,48,0.2383,0
CR-105533,2023-09-09,40,Manufactura,19,5.7,9368.55,24081.92,1,592.0,25714.77,12,0.1823,0
CR-105543,2023-09-04,25,Manufactura,4,8.4,3040.07,9901.6,2,384.0,22553.67,18,0.257,1
CR-104727,2025-02-16,26,Tecnología,2,1.7,6722.84,10943.51,2,583.0,46039.29,18,0.1856,0
CR-100883,2023-03-03,25,Comercio,7,13.8,3617.18,7497.16,1,447.0,17683.03,12,0.1953,0
CR-102736,2024-10-12,28,Comercio,6,7.4,3200.31,4921.33,1,528.0,12380.99,24,0.1876,0
CR-103884,2024-12-19,30,Servicios,11,16.3,,0.0,0,674.0,13225.04,24,0.1721,0
CR-101688,2025-03-18,36,Comercio,15,1.8,6617.22,17221.39,3,452.0,37251.12,12,0.2568,0
CR-101347,2024-06-04,30,Comercio,12,6.1,2261.08,2311.13,2,480.0,7772.91,6,0.2123,0
CR-105830,2024-01-15,26,Agro,2,5.1,4397.34,1329.13,1,715.0,19361.83,18,0.1454,0
CR-101708,2024-03-25,49,Comercio,28,4.0,2283.41,0.0,0,616.0,4588.61,24,0.1802,0
CR-104006,2024-07-27,35,Servicios,17,6.9,3758.77,4512.97,1,472.0,19711.46,24,0.2124,0
CR-100160,2023-09-24,27,Comercio,5,4.9,2691.91,0.0,0,591.0,14982.85,24,0.177,0
CR-100670,2024-10-30,47,Construcción,25,13.1,6159.24,16951.96,1,467.0,34009.34,24,0.2284,0
CR-101266,2024-07-21,29,Comercio,10,3.5,1940.26,0.0,0,585.0,9566.59,18,0.1986,0
CR-100353,2024-08-21,47,Agro,27,4.8,2060.86,0.0,0,603.0,14551.65,18,0.2095,0
CR-104579,2023-08-19,46,Manufactura,23,2.2,3768.74,4282.48,2,548.0,25055.96,6,0.1994,0
CR-102495,2025-05-18,62,Manufactura,43,6.7,5336.52,14840.85,2,465.0,33139.55,18,0.2323,0
CR-104903,2024-02-07,40,Construcción,18,2.4,1489.01,4051.3,2,347.0,3219.99,24,0.3009,1
CR-102679,2025-05-04,43,Comercio,23,3.1,2122.99,0.0,0,690.0,7256.76,6,0.1658,0
CR-101551,2024-05-08,30,Comercio,7,8.2,9420.62,28357.42,3,476.0,62738.65,6,0.2569,0
CR-102325,2023-09-25,44,Comercio,21,3.4,7136.77,7583.39,2,647.0,37754.84,36,0.1886,0
CR-105393,2023-07-11,29,Agro,11,3.3,2475.72,0.0,0,671.0,7581.63,12,0.17,0
CR-105710,2024-08-14,48,Construcción,25,8.8,2079.78,0.0,0,657.0,6448.53,12,0.1909,0
CR-104608,2023-06-14,25,Tecnología,5,18.1,1480.62,4993.13,4,403.0,10123.32,18,0.2215,1
CR-105444,2024-07-03,51,Agro,28,6.1,15658.36,25358.71,2,666.0,121405.67,12,0.1619,0
CR-103940,2024-04-27,39,Servicios,16,3.1,1935.72,5113.16,1,448.0,3898.89,24,0.244,0
CR-104279,2024-08-11,27,Comercio,9,0.7,4080.25,11473.39,2,499.0,12537.54,12,0.2205,0
CR-101365,2023-07-18,42,Comercio,18,6.7,3188.9,4381.56,2,511.0,10352.99,6,0.2016,0
CR-103097,2025-01-03,31,Comercio,12,0.3,5508.22,16972.06,1,359.0,19995.57,18,0.272,1
CR-102225,2024-11-15,41,Comercio,17,18.0,6079.61,0.0,0,687.0,43952.07,12,0.1671,0
CR-105092,2024-01-02,23,Servicios,2,7.7,14238.03,2731.18,3,764.0,32879.18,24,0.1436,0
CR-103678,2025-02-27,30,Servicios,8,4.6,2352.17,2333.02,1,541.0,18443.57,12,0.2091,0
CR-100363,2025-03-25,26,Construcción,3,4.5,6483.0,7726.42,1,525.0,14205.49,12,0.2008,0
CR-102601,2023-11-11,54,Tecnología,32,9.8,10255.61,9688.48,1,615.0,58947.19,24,0.2047,0
CR-102081,2023-01-07,42,Servicios,22,9.8,3326.01,12612.08,3,336.0,7762.52,12,0.2823,0
CR-103357,2023-09-12,32,Manufactura,13,9.0,5624.69,14528.02,3,487.0,36434.61,48,0.2115,0
CR-102359,2023-10-29,55,Manufactura,32,7.3,2587.76,0.0,0,,13369.54,18,0.1843,0
CR-102333,2023-03-06,38,Tecnología,19,4.0,1498.6,1816.49,1,503.0,3900.71,6,0.2178,0
CR-105075,2025-06-18,38,Comercio,15,3.4,2889.22,9746.06,3,336.0,7387.89,12,0.2461,0
CR-100614,2024-04-20,29,Tecnología,5,2.2,2321.59,9014.28,2,300.0,7211.49,12,0.3032,1
CR-101760,2024-04-24,25,Manufactura,6,1.6,3586.14,11133.83,4,322.0,20015.64,36,0.2792,1
CR-100091,2023-04-23,37,Agro,14,4.6,2019.88,6240.92,4,341.0,4140.34,6,0.2664,0
CR-101644,2024-02-04,22,Construcción,0,1.4,3340.2,2745.76,1,550.0,8264.61,12,0.2104,0
CR-105773,2025-04-05,50,Manufactura,26,6.8,4083.92,0.0,0,726.0,22030.9,48,0.1925,0
CR-102570,2023-03-11,63,Agro,39,4.3,4482.25,643.79,3,729.0,21217.75,12,0.1505,0
CR-102563,2025-06-11,57,Construcción,33,25.5,3414.17,9976.87,1,438.0,16187.0,12,0.2348,0
CR-101964,2025-02-17,30,Servicios,7,14.8,3666.17,0.0,0,644.0,16834.14,18,0.1795,0
CR-103308,2024-03-22,27,Manufactura,9,9.3,3637.46,496.98,2,668.0,25348.3,24,0.153,0
CR-103807,2023-11-27,40,Comercio,19,2.3,7376.68,3578.81,1,739.0,51566.75,18,0.1286,0
CR-104856,2023-04-01,22,Tecnología,1,7.2,1462.57,939.49,1,577.0,3886.48,12,0.1884,0
CR-102001,2025-03-17,31,Construcción,8,5.4,1392.74,3200.46,2,453.0,5004.71,6,0.2261,0
CR-102553,2023-07-28,18,Construcción,0,14.9,4399.07,14568.02,1,422.0,9921.29,24,0.2314,0
CR-103957,2025-01-19,49,Comercio,30,2.8,3141.58,7951.21,1,460.0,24886.96,6,0.2384,0
CR-102966,2024-10-25,54,Manufactura,30,15.4,6629.71,16953.31,5,460.0,12232.69,6,0.2475,1
CR-105719,2023-02-14,43,Tecnología,25,4.0,2384.53,8602.46,1,300.0,5502.86,24,0.2751,0
CR-101661,2025-05-13,26,Comercio,8,7.6,2352.13,5900.92,2,380.0,11685.54,6,0.2549,0
CR-102401,2023-07-16,49,Construcción,28,9.3,1474.92,836.85,2,582.0,11524.49,24,0.2109,0
CR-105918,2023-10-19,43,Comercio,21,3.3,4125.62,807.65,1,597.0,20703.84,6,0.1744,0
CR-100142,2023-11-07,18,Comercio,0,7.0,2016.71,4424.88,2,421.0,16086.92,12,0.2474,0
CR-103091,2024-06-23,31,Construcción,13,13.0,5844.27,5917.83,1,647.0,45594.79,18,0.1682,0
CR-103197,2025-01-19,36,Servicios,12,3.3,2865.66,544.35,1,572.0,5986.92,18,0.1952,0
CR-104160,2023-08-18,23,Agro,3,11.6,7688.82,19121.45,1,403.0,30124.45,24,0.2564,1
CR-100258,2025-03-03,37,Construcción,19,4.9,1780.06,7060.98,3,329.0,12706.75,24,0.2658,1
CR-101496,2024-04-04,42,Tecnología,19,2.2,6468.72,16477.81,1,448.0,36814.78,6,0.2171,0
CR-101602,2024-09-24,52,Tecnología,29,5.7,2231.28,1193.87,2,567.0,16800.09,48,0.2124,0
CR-105086,2023-02-28,27,Servicios,8,5.2,4446.27,0.0,0,674.0,23062.36,6,0.1742,0
CR-102741,2023-09-21,45,Servicios,24,16.9,3543.13,13112.78,1,300.0,15685.39,24,0.2671,1
CR-102375,2024-10-24,18,Manufactura,0,6.2,6131.37,20380.68,1,426.0,16356.6,24,0.2446,1
CR-103555,2025-03-01,35,Agro,12,11.6,3504.41,2725.71,3,618.0,13530.96,24,0.1807,0
CR-100649,2024-01-06,34,Tecnología,10,5.8,1591.44,0.0,0,612.0,7244.93,24,0.1959,0
CR-102323,2023-04-11,38,Servicios,20,3.5,3057.53,4090.48,1,513.0,17163.84,18,0.1734,0
CR-104998,2023-03-09,39,Servicios,20,23.7,6276.63,1605.96,1,701.0,21979.7,18,0.1599,0
CR-100970,2023-03-30,35,Agro,13,12.4,3451.77,0.0,0,679.0,22335.18,18,0.1561,0
CR-103759,2024-10-13,18,Servicios,0,6.3,1800.42,2970.79,1,514.0,13611.66,12,0.2328,0
CR-105463,2025-03-19,36,Comercio,12,2.3,3924.8,12247.49,1,326.0,13617.47,24,0.2736,1
CR-103072,2023-07-25,21,Construcción,0,3.5,,2526.29,1,410.0,7914.42,18,0.2507,0
CR-101305,2025-06-07,18,Comercio,0,6.9,5494.68,7784.86,1,620.0,28728.78,12,0.1751,0
CR-105126,2024-04-02,43,Construcción,21,4.8,3739.71,6007.61,1,435.0,8652.83,48,0.2347,0
CR-104413,2025-04-14,30,Manufactura,6,3.1,3590.44,4975.08,1,563.0,28600.7,6,0.2093,0
CR-104767,2024-08-28,50,Comercio,27,5.0,1705.77,1363.57,5,567.0,13449.87,24,0.2071,0
CR-103090,2023-12-27,52,Manufactura,34,2.3,4686.51,9151.82,1,467.0,33371.29,36,0.2469,0
CR-103007,2025-04-06,50,Comercio,30,18.6,4857.02,12534.15,1,474.0,36356.27,24,0.2352,0
CR-104137,2023-01-15,40,Comercio,18,3.1,4255.93,0.0,0,653.0,25111.4,48,0.1839,0
CR-103565,2024-07-11,56,Tecnología,35,1.1,3592.34,1812.89,1,,7009.57,48,0.2109,0
CR-104761,2024-07-18,69,Manufactura,46,1.2,1419.95,911.77,1,517.0,5746.56,18,0.2131,0
CR-104678,2024-08-06,28,Manufactura,8,8.2,1500.88,4730.47,2,302.0,8457.36,24,0.2918,1
CR-102284,2025-06-13,43,Servicios,19,20.6,2189.59,6886.99,1,340.0,11754.67,12,0.2655,0
CR-102500,2025-02-09,44,Construcción,20,3.3,3553.93,4907.73,1,519.0,12092.54,6,0.2059,0
CR-101782,2024-03-25,18,Servicios,0,6.8,4858.1,0.0,0,,29862.45,18,0.1571,0
CR-101363,2024-04-05,47,Agro,29,9.3,1950.39,1775.39,2,531.0,14742.22,12,0.2047,0
CR-101468,2023-07-31,22,Construcción,0,7.8,3138.4,363.99,1,568.0,15207.5,24,0.2051,0
CR-104864,2024-12-20,28,Agro,6,9.4,20037.4,1761.62,3,807.0,59239.04,12,0.1316,0
CR-103056,2023-10-09,33,Servicios,11,5.0,3361.17,10831.05,1,356.0,5516.39,6,0.2815,0
CR-101945,2024-03-19,18,Agro,0,13.1,1905.56,0.0,0,624.0,13850.36,6,0.1849,0
CR-104313,2023-03-22,41,Servicios,21,11.1,2822.56,0.0,0,632.0,5970.92,18,0.1855,0
CR-105005,2025-05-19,21,Servicios,2,19.9,3397.92,466.91,1,642.0,5602.39,24,0.1715,0
CR-100270,2024-07-04,30,Comercio,10,4.9,2816.7,7947.42,2,300.0,10831.9,6,0.2553,0
CR-105948,2023-07-27,50,Comercio,27,4.7,5715.52,11915.87,1,568.0,9675.15,12,0.2018,0
CR-105458,2025-01-08,45,Agro,25,2.3,1893.93,6595.02,4,329.0,11088.16,12,0.2667,0
CR-101696,2023-07-08,33,Agro,14,3.2,4731.68,0.0,0,773.0,28249.54,36,0.1517,0
CR-105259,2023-11-04,41,Servicios,19,18.7,3711.86,4044.61,2,612.0,26867.47,18,0.194,0
CR-102449,2024-08-02,47,Manufactura,23,1.7,4663.9,5616.24,2,519.0,14716.5,12,0.198,0
CR-101911,2025-01-16,44,Comercio,24,15.0,1957.22,577.94,2,556.0,8603.55,36,0.1958,0
CR-104820,2024-05-27,33,Servicios,10,2.9,7052.09,6934.59,1,614.0,32102.69,12,0.1987,0
CR-101819,2024-10-10,35,Manufactura,17,8.2,1831.97,0.0,0,605.0,11387.55,36,0.2051,0
CR-100406,2023-12-03,37,Tecnología,16,4.4,1969.39,0.0,0,626.0,9566.47,36,0.2054,0
